case,pressure_Pa,step,time_s,T_sim_K,P_sim_Pa,mean_speed_sim,collisions_total,nu_meas,mfp_meas,n_theory,nu_theory,mfp_theory,mean_speed_theory,N_real,weight
p058_5.0e-06Pa,5.00E-06,360,0.00722,304.9356961,1.01E-05,478.5792806,1,41782.40693,0.011454086,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,370,0.00742,304.9356961,1.01E-05,478.5792806,1,40656.1965,0.011771374,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,380,0.00762,304.9356961,1.01E-05,478.5792806,1,39589.10473,0.012088661,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,390,0.00782,304.9356961,1.01E-05,478.5792806,1,38576.59565,0.012405949,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,400,0.00802,304.9356961,1.01E-05,478.5792806,1,37614.58579,0.012723237,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,410,0.00822,304.9356961,1.01E-05,478.5792806,1,36699.38905,0.013040524,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,420,0.00842,304.9356961,1.01E-05,478.5792806,1,35827.6696,0.013357812,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,430,0.00862,304.9356961,1.01E-05,478.5792806,1,34996.40116,0.0136751,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,440,0.00882,304.9356961,1.01E-05,478.5792806,1,34202.83197,0.013992388,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,450,0.00902,304.9356961,1.01E-05,478.5792806,1,33444.45432,0.014309675,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,460,0.00922,304.9356961,1.01E-05,478.5792806,1,32718.97809,0.014626963,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,470,0.00942,304.9356961,1.01E-05,478.5792806,1,32024.30764,0.014944251,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,480,0.00962,304.9356961,1.01E-05,478.5792806,1,31358.52162,0.015261538,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,490,0.00982,304.9356961,1.01E-05,478.5792806,1,30719.85519,0.015578826,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,500,0.01002,304.9356961,1.01E-05,478.5792806,1,30106.68443,0.015896114,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,510,0.01022,304.9356961,1.01E-05,478.5792806,1,29517.51253,0.016213401,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,520,0.01042,304.9356961,1.01E-05,478.5747053,2,57901.91516,0.008265266,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,530,0.01062,304.9356961,1.01E-05,478.5747053,2,56811.48362,0.008423908,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,540,0.01082,304.9356961,1.01E-05,478.5747053,2,55761.36377,0.00858255,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,550,0.01102,304.9356961,1.01E-05,478.5747053,2,54749.3608,0.008741193,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,560,0.01122,304.9356961,1.01E-05,478.5747053,2,53773.43637,0.008899835,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,570,0.01142,304.9356961,1.01E-05,478.5747053,2,52831.69492,0.009058477,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,580,0.01162,304.9356961,1.01E-05,478.5747053,2,51922.37143,0.00921712,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,590,0.01182,304.9356961,1.01E-05,478.5747053,2,51043.82031,0.009375762,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,600,0.01202,304.9356961,1.01E-05,478.5747053,2,50194.50549,0.009534404,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,610,0.01222,304.9356961,1.01E-05,478.5747053,2,49372.99149,0.009693047,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,620,0.01242,304.9356961,1.01E-05,478.5747053,2,48577.93527,0.009851689,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,630,0.01262,304.9356961,1.01E-05,478.5747053,2,47808.07892,0.010010331,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,640,0.01282,304.9356961,1.01E-05,478.5747053,2,47062.24306,0.010168974,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,650,0.01302,304.9356961,1.01E-05,478.5747053,2,46339.32074,0.010327616,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,660,0.01322,304.9356961,1.01E-05,478.5747053,2,45638.27201,0.010486258,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,670,0.01342,304.9356961,1.01E-05,478.5747053,2,44958.11893,0.010644901,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,680,0.01362,304.9356961,1.01E-05,478.5747053,2,44297.94097,0.010803543,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,690,0.01382,304.9356961,1.01E-05,478.5747053,2,43656.87091,0.010962185,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,700,0.01402,304.9356961,1.01E-05,478.5747053,2,43034.09101,0.011120828,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,710,0.01422,304.9356961,1.01E-05,478.5747053,2,42428.82954,0.01127947,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,720,0.01442,304.9356961,1.01E-05,478.5747053,2,41840.35756,0.011438112,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,730,0.01462,304.9356961,1.01E-05,478.5747053,2,41267.98605,0.011596755,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,740,0.01482,304.9356961,1.01E-05,478.5747053,2,40711.06316,0.011755397,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,750,0.01502,304.9356961,1.01E-05,478.5747053,2,40168.97177,0.011914039,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,760,0.01522,304.9356961,1.01E-05,478.5747053,2,39641.1272,0.012072682,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,770,0.01542,304.9356961,1.01E-05,478.5747053,2,39126.9751,0.012231324,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,780,0.01562,304.9356961,1.01E-05,478.5747053,2,38625.9895,0.012389966,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,790,0.01582,304.9356961,1.01E-05,478.5747053,2,38137.67105,0.012548609,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,800,0.01602,304.9356961,1.01E-05,478.5747053,2,37661.54532,0.012707251,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,810,0.01622,304.9356961,1.01E-05,478.5747053,2,37197.16128,0.012865893,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,820,0.01642,304.9356961,1.01E-05,478.5747053,2,36744.08989,0.013024536,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,830,0.01662,304.9356961,1.01E-05,478.5747053,2,36301.92274,0.013183178,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,840,0.01682,304.9356961,1.01E-05,478.5747053,2,35870.27087,0.01334182,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,850,0.01702,304.9356961,1.01E-05,478.5747053,2,35448.76357,0.013500463,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,860,0.01722,304.9356961,1.01E-05,478.5747053,2,35037.04739,0.013659105,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,870,0.01742,304.9356961,1.01E-05,478.5747053,2,34634.78508,0.013817747,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,880,0.01762,304.9356961,1.01E-05,478.5747053,2,34241.65471,0.01397639,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,890,0.01782,304.9356961,1.01E-05,478.5747053,2,33857.34882,0.014135032,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,900,0.01802,304.9356961,1.01E-05,478.5747053,2,33481.57359,0.014293674,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,910,0.01822,304.9356961,1.01E-05,478.5838077,3,49671.07212,0.009635061,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,920,0.01842,304.9356961,1.01E-05,478.5838077,3,49131.75538,0.009740825,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,930,0.01862,304.9356961,1.01E-05,478.5838077,3,48604.02438,0.009846588,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,940,0.01882,304.9356961,1.01E-05,478.5838077,3,48087.50978,0.009952352,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,950,0.01902,304.9356961,1.01E-05,478.5838077,3,47581.85773,0.010058115,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,960,0.01922,304.9356961,1.01E-05,478.5838077,3,47086.72914,0.010163879,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,970,0.01942,304.9356961,1.01E-05,478.5838077,3,46601.79887,0.010269642,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,980,0.01962,304.9356961,1.01E-05,478.5838077,3,46126.75505,0.010375406,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,990,0.01982,304.9356961,1.01E-05,478.5838077,3,45661.29839,0.010481169,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1000,0.02002,304.9356961,1.01E-05,478.5838077,3,45205.14156,0.010586933,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1010,0.02022,304.9356961,1.01E-05,478.5838077,3,44758.00861,0.010692697,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1020,0.02042,304.9356961,1.01E-05,478.5838077,3,44319.63438,0.01079846,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1030,0.02062,304.9356961,1.01E-05,478.5838077,3,43889.76402,0.010904224,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1040,0.02082,304.9356961,1.01E-05,478.5838077,3,43468.15245,0.011009987,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1050,0.02102,304.9356961,1.01E-05,478.5838077,3,43054.56394,0.011115751,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1060,0.02122,304.9356961,1.01E-05,478.5838077,3,42648.77163,0.011221514,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1070,0.02142,304.9356961,1.01E-05,478.5838077,3,42250.55714,0.011327278,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1080,0.02162,304.9356961,1.01E-05,478.5838077,3,41859.71018,0.011433042,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1090,0.02182,304.9356961,1.01E-05,478.5838077,3,41476.02814,0.011538805,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1100,0.02202,304.9356961,1.01E-05,478.5838077,3,41099.31581,0.011644569,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1110,0.02222,304.9356961,1.01E-05,478.5838077,3,40729.38497,0.011750332,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1120,0.02242,304.9356961,1.01E-05,478.5838077,3,40366.05415,0.011856096,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1130,0.02262,304.9356961,1.01E-05,478.5838077,3,40009.14828,0.011961859,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1140,0.02282,304.9356961,1.01E-05,478.5838077,3,39658.49842,0.012067623,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1150,0.02302,304.9356961,1.01E-05,478.5838077,3,39313.94153,0.012173387,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1160,0.02322,304.9356961,1.01E-05,478.5838077,3,38975.32016,0.01227915,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1170,0.02342,304.9356961,1.01E-05,478.5838077,3,38642.48224,0.012384914,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1180,0.02362,304.9356961,1.01E-05,478.5838077,3,38315.28086,0.012490677,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1190,0.02382,304.9356961,1.01E-05,478.5838077,3,37993.57406,0.012596441,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1200,0.02402,304.9356961,1.01E-05,478.5838077,3,37677.22456,0.012702204,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1210,0.02422,304.9356961,1.01E-05,478.5838077,3,37366.09967,0.012807968,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1220,0.02442,304.9356961,1.01E-05,478.5838077,3,37060.07101,0.012913732,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1230,0.02462,304.9356961,1.01E-05,478.5838077,3,36759.01438,0.013019495,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1240,0.02482,304.9356961,1.01E-05,478.5838077,3,36462.80959,0.013125259,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1250,0.02502,304.9356961,1.01E-05,478.5838077,3,36171.34029,0.013231022,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1260,0.02522,304.9356961,1.01E-05,478.5838077,3,35884.49382,0.013336786,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1270,0.02542,304.9356961,1.01E-05,478.5838077,3,35602.16106,0.013442549,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1280,0.02562,304.9356961,1.01E-05,478.5838077,3,35324.2363,0.013548313,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1290,0.02582,304.9356961,1.01E-05,478.5838077,3,35050.61712,0.013654077,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1300,0.02602,304.9356961,1.01E-05,478.5838077,3,34781.20423,0.01375984,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1310,0.02622,304.9356961,1.01E-05,478.5838077,3,34515.90137,0.013865604,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1320,0.02642,304.9356961,1.01E-05,478.5838077,3,34254.61522,0.013971367,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1330,0.02662,304.9356961,1.01E-05,478.5838077,3,33997.25522,0.014077131,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1340,0.02682,304.9356961,1.01E-05,478.5838077,3,33743.73356,0.014182894,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1350,0.02702,304.9356961,1.01E-05,478.5838077,3,33493.96499,0.014288658,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1360,0.02722,304.9356961,1.01E-05,478.5838077,3,33247.86679,0.014394421,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1370,0.02742,304.9356961,1.01E-05,478.5838077,3,33005.35864,0.014500185,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1380,0.02762,304.9356961,1.01E-05,478.5838077,3,32766.36256,0.014605949,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1390,0.02782,304.9356961,1.01E-05,478.5838077,3,32530.8028,0.014711712,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1400,0.02802,304.9356961,1.01E-05,478.5838077,3,32298.60578,0.014817476,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1410,0.02822,304.9356961,1.01E-05,478.5838077,3,32069.7,0.014923239,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1420,0.02842,304.9356961,1.01E-05,478.5838077,3,31844.01598,0.015029003,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1430,0.02862,304.9356961,1.01E-05,478.5838077,3,31621.48616,0.015134766,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1440,0.02882,304.9356961,1.01E-05,478.5838077,3,31402.0449,0.01524053,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1450,0.02902,304.9356961,1.01E-05,478.5838077,3,31185.62833,0.015346294,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1460,0.02922,304.9356961,1.01E-05,478.5838077,3,30972.17433,0.015452057,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1470,0.02942,304.9356961,1.01E-05,478.5838077,3,30761.6225,0.015557821,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1480,0.02962,304.9356961,1.01E-05,478.5838077,3,30553.91405,0.015663584,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1490,0.02982,304.9356961,1.01E-05,478.5838077,3,30348.99175,0.015769348,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1500,0.03002,304.9356961,1.01E-05,478.5838077,3,30146.79993,0.015875111,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1510,0.03022,304.9356961,1.01E-05,478.5838077,3,29947.28438,0.015980875,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1520,0.03042,304.9356961,1.01E-05,478.5838077,3,29750.39231,0.016086639,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1530,0.03062,304.9356961,1.01E-05,478.5838077,3,29556.07231,0.016192402,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1540,0.03082,304.9356961,1.01E-05,478.5838077,3,29364.2743,0.016298166,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1550,0.03102,304.9356961,1.01E-05,478.5838077,3,29174.94952,0.016403929,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1560,0.03122,304.9356961,1.01E-05,478.5838077,3,28988.05042,0.016509693,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1570,0.03142,304.9356961,1.01E-05,478.5838077,3,28803.53068,0.016615456,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1580,0.03162,304.9356961,1.01E-05,478.5838077,3,28621.34516,0.01672122,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1590,0.03182,304.9356961,1.01E-05,478.5838077,3,28441.44984,0.016826984,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1600,0.03202,304.9356961,1.01E-05,478.5838077,3,28263.80181,0.016932747,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1610,0.03222,304.9356961,1.01E-05,478.5838077,3,28088.35922,0.017038511,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1620,0.03242,304.9356961,1.01E-05,478.5838077,3,27915.08125,0.017144274,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1630,0.03262,304.9356961,1.01E-05,478.5948119,4,36991.90411,0.012937826,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1640,0.03282,304.9356961,1.01E-05,478.5948119,4,36766.48117,0.01301715,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1650,0.03302,304.9356961,1.01E-05,478.5948119,4,36543.78898,0.013096475,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1660,0.03322,304.9356961,1.01E-05,478.5948119,4,36323.77821,0.013175799,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1670,0.03342,304.9356961,1.01E-05,478.5948119,4,36106.40072,0.013255124,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1680,0.03362,304.9356961,1.01E-05,478.5948119,4,35891.60952,0.013334448,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1690,0.03382,304.9356961,1.01E-05,478.5948119,4,35679.35872,0.013413773,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1700,0.03402,304.9356961,1.01E-05,478.5948119,4,35469.60353,0.013493097,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1710,0.03422,304.9356961,1.01E-05,478.5948119,4,35262.30018,0.013572422,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1720,0.03442,304.9356961,1.01E-05,478.5948119,4,35057.40593,0.013651746,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1730,0.03462,304.9356961,1.01E-05,478.5948119,4,34854.87903,0.013731071,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1740,0.03482,304.9356961,1.01E-05,478.5948119,4,34654.67869,0.013810395,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1750,0.03502,304.9356961,1.01E-05,478.5948119,4,34456.76505,0.01388972,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1760,0.03522,304.9356961,1.01E-05,478.5948119,4,34261.09915,0.013969044,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1770,0.03542,304.9356961,1.01E-05,478.5948119,4,34067.64291,0.014048369,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1780,0.03562,304.9356961,1.01E-05,478.5948119,4,33876.35913,0.014127693,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1790,0.03582,304.9356961,1.01E-05,478.5948119,4,33687.21139,0.014207018,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
p058_5.0e-06Pa,5.00E-06,1800,0.03602,304.9356961,1.01E-05,478.5948119,4,33500.16413,0.014286342,1.20668E+15,0.239170796,1407.802457,476.173109,1206675912,603337.956
